reject_id,reason,duplicate_of_hash,source_csv,source_csv_row_index,item_id,page_index,candidate_text_candidate,source_norm_hash,mining_score,extraction_quality_proxy,categories_from_mining,risk_notes
MCT-UWINDSOR-365-REJECT-0139,overrepresented_item_cap_2,,common_actor_struggles_quote_bucket_raw.csv,57,837,2,"Chekhov February 25, 1938 end as a t ansition - a Esychological. ohxsieal, or emotional bridge. It is quite natural if we have a feeling of the whole, we experience this middle part, but by studying these things we have to pay attention especially to this transitional part.",f5ac6f5f558eca37,122,0.889,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0140,exact_normalized_duplicate,498707be9566407e,common_actor_struggles_quote_bucket_raw.csv,50,748,13,"Your soul will be so flexible and so accustomed to this kind of work on the stage that you will take an objective on entering the stage. or psychological gesture. or atmosphere. etc. Therefore, at the beginning you must be pedantic with yourselves.",498707be9566407e,123,0.892,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0141,exact_normalized_duplicate,f6ee3af69b1d6da9,common_actor_struggles_quote_bucket_raw.csv,52,644,7,"The beginning of this atmosphere is in the very begin— ning of the play in the voice of the Guard — this is the first hopg and the second hope is when Antin first appears. The third hope is Antin‘s second appesrance, and the fourth hope is the flower in the Golden Steed.",f6ee3af69b1d6da9,122,0.887,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0142,exact_normalized_duplicate,ae506b75935e4f07,common_actor_struggles_quote_bucket_raw.csv,27,754,6,"He does not hide his feelings. rRho face of the characters, the make—up, must be composed under the inspiration of the psychological gesture. If the beginning is right then the whole scene will",ae506b75935e4f07,126,0.884,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0143,same_item_page_source_page_cap,2427669e51ca56cc,common_actor_struggles_quote_bucket_raw.csv,32,837,8,This is the rhythmical secret of the theatre - I have to act from the end to the beginning. This can be awakened only by a feeling of rhythm. when the future is the past. and the pre— sent time is everywhere.,4e936d49e2824e78,125,0.890,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0144,excessive_unusual_characters_ocr_noise,,common_actor_struggles_quote_bucket_raw.csv,54,827,14,"Elnhirst and Miss Crowtherx __________.__________________________.______ Mrs, Elnhirstx I have one or two points propArcd. First, I wondercd if it would help you to see the whole scene more in terms of the outward form. so that we would get the feeling the character was working to a climax.",04d43fec5c18f619,122,0.857,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0145,exact_normalized_duplicate,2bbeb364f707c314,common_actor_struggles_quote_bucket_raw.csv,69,1077,9,"He combines so many characters in the one atmosphere of a scene, an act. or the whole play. But whether you, as - a character. are cynical towards the atmosphere of awe. or are sympathetic to it. you must accept it. otherwise you will be out of the style of the play, or you will not belong to the scene.",2bbeb364f707c314,120,0.892,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0146,exact_normalized_duplicate,607a60563d271ddd,common_actor_struggles_quote_bucket_raw.csv,84,1072,9,"It is a moment of such greatness and strength that it cannot be mistaken for anything else. INSPIRED ACTING: It is the moment of inspiration when the character. being promyted by the right atmosphere, being prepared by careful imagining, being friends with the creative individuality is not there and we here.",607a60563d271ddd,120,0.881,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0147,exact_normalized_duplicate,f9987c54873680cc,common_actor_struggles_quote_bucket_raw.csv,70,828,6,"Although at first this work of rhythm may seem to us quite mechanical and not really rhythmical. this is only the fern. It is u staircase on which we can clinb to the next level. which is the real rhythm based on this form. ”he real form will never kill the real life, but will increase it.",f9987c54873680cc,120,0.889,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0148,overrepresented_item_cap_2,,common_actor_struggles_quote_bucket_raw.csv,35,837,3,"It is more in the nature of a meter. The beginning. in the sense that it is the first period of the whole process; the middle part, the middle period of the process; and the end, the last period of the process.",46bd21fabb987213,124,0.888,daily_inspiration;directing_academic_footnote,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0149,exact_normalized_duplicate,8fb956211c570606,common_actor_struggles_quote_bucket_raw.csv,56,827,14,"First, I wondercd if it would help you to see the whole scene more in terms of the outward form. so that we would get the feeling the character was working to a climax. For instance, when you drink the poison. the drinking had no more importance than any other movement.",8fb956211c570606,122,0.857,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0150,exact_normalized_duplicate,2ac11665db80929e,common_actor_struggles_quote_bucket_raw.csv,71,1085,19,The creative prqogee. which the actor of the future will know from inside. conniote of four definite ctnuen which the actor will love. The first stage is when he foole that the part he is going to perform. the play he in going to perform. is something which he can embrace entirely an a general atmosphere which comes nearer and nearer.,2ac11665db80929e,120,0.891,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0151,exact_normalized_duplicate,ed40f77563e94d47,common_actor_struggles_quote_bucket_raw.csv,75,720,1,"In Balladiha I , yau must try to find the same lino. In Che Fishiny Scone the director has draw: the main line, but I thirk it is not only expressing the idea of the play. because this main line must be the incorporation of what wc will call later on the rhythmical gesture of the whole play.",ed40f77563e94d47,120,0.877,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0152,exact_normalized_duplicate,4e744cd98e489b2c,common_actor_struggles_quote_bucket_raw.csv,89,615,1,"The second step is to find the speech for the play., We must speak to croate the atmosphere, and we must speak out of the atmosphere. First, try to ima— gine the picture of this world of the fairy tale with the mountain and everything we have done in our imasination, and try to feel the and send it out.",4e744cd98e489b2c,119,0.888,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0153,exact_normalized_duplicate,3fc0f6bc4b588d61,common_actor_struggles_quote_bucket_raw.csv,87,769,3,"This was the first Sign this morning. and you must appreciate it as I do. When you were playing, at once contact, fooling of beauty. feeling of ease. and concentration wore there because they are all one mysterious, beautiful thing which we call the artist's soul, or ability. or spirit.",3fc0f6bc4b588d61,120,0.882,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0154,exact_normalized_duplicate,ae815b0fc826b460,common_actor_struggles_quote_bucket_raw.csv,82,922,4,"When we have not yet got the feeling of the style of the play. the tempo in wrong, and where we mostly lose our time is betwoon wordo. between aotione. and this in why I recommend to Peter to do everything in one big wave. If you will get this feeling of the whole. you will see that there is no time to make dead pauaae or dregeinSide you.",ae815b0fc826b460,120,0.888,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0155,substring_or_overlap_duplicate,2427669e51ca56cc,common_actor_struggles_quote_bucket_raw.csv,30,837,8,"If an actor . . . \ . has a feeling of rhythm, these three pictures may some for him the whole world - not only from the beginning to the end. but from the end to the aeginning.",b3ad720beda21b14,125,0.890,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0156,substring_or_overlap_duplicate,01d450b5aaf9d023,common_actor_struggles_quote_bucket_raw.csv,40,670,2,Keep and develop the ability to be concentrated absolutely from the beginning to the end of the rehearsal. It will be tiring at first. but then you will find that without concentration you will be much more tired.,399a0a0335f07ca9,123,0.893,actor_struggle;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0157,exact_normalized_duplicate,76bbfec85981f0c7,common_actor_struggles_quote_bucket_raw.csv,77,883,6,"If your imagination is ottong enough you will see Electra with your uind'n eye. At the beginning you can force yourself to one her oyon. her movemente, her voice. what she feels - this is good for the beginning to call upon her, but it is only the first part. the beginning.",76bbfec85981f0c7,120,0.891,actor_struggle;daily_inspiration;directing_academic_footnote,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0158,exact_normalized_duplicate,362d6bf9f665908a,common_actor_struggles_quote_bucket_raw.csv,85,1075,2,"By looking through these doors at the moment of inspiration, what will we go-ﬁftho end? we will get only the method. when we speak about the atmosphere, it is one of the doors which we can open and see there is the creative process. and there is the spark of inspiration.",362d6bf9f665908a,120,0.891,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0159,overrepresented_item_cap_2,,common_actor_struggles_quote_bucket_raw.csv,81,847,3,"If you have the feeling at the whole; in three parts. nothing can dieturb you - nothimg can disturb this one, two, three. which is ahsoluto form. yet is absolutely flexible. This is the secret of rhythm; You can put in the first part whateveztyou like J everything. every detail will be in the right place? but it will be much clearer later on.",ca07a12893ab6fde,120,0.883,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0160,exact_normalized_duplicate,cd91381894bb1c72,common_actor_struggles_quote_bucket_raw.csv,88,758,7,"There was nothing of the feeling of ensemble about it. ile must be above the thing we are going to do or ime provise, and ag artists we must get a feeling for the beginning and end. You must have felt that your audience was. suffering under this long, endless development of nothing.",cd91381894bb1c72,120,0.872,actor_struggle;daily_inspiration;directing_academic_footnote,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0161,exact_normalized_duplicate,9797998c12d06523,common_actor_struggles_quote_bucket_raw.csv,43,978,10,It is a law which you cannot eucupo. And if you will look at thin group. you will see there are definitely three ports. the beginningand tho and. and the space between in the middle part - a harmonious whole. .,9797998c12d06523,123,0.889,actor_struggle;daily_inspiration;directing_academic_footnote,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0162,same_item_page_source_page_cap,f6ee3af69b1d6da9,common_actor_struggles_quote_bucket_raw.csv,53,644,7,This heroism transforms the atmosphere of the Golden Steed. The beginning of this atmosphere is in the very begin— ning of the play in the voice of the Guard — this is the first hopg and the second hope is when Antin first appears.,79ffbd1be0765a03,122,0.887,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0163,exact_normalized_duplicate,3c0ad302649eb059,common_actor_struggles_quote_bucket_raw.csv,78,855,2,"You must develop the atmosphere itself and then all the action and speeches will grow out of it. The order of the scene was the following: First, the moment of depression after the spy's first speech. then the moment of relief. like air. when the old professor spoke,",3c0ad302649eb059,120,0.892,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0164,same_item_page_source_page_cap,233841bc7bea6383,common_actor_struggles_quote_bucket_raw.csv,66,837,1,"We must know that there are two feelings of the whole - one is the intellectual which we cannot apply to our art at all, and the other is that which feeds and lends’our whole nature. It is the yhglg nature which participates in this rhythmical thing.",1a08a7a28163351c,121,0.887,actor_struggle;daily_inspiration;directing_academic_footnote,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0165,exact_normalized_duplicate,bfd569e6d2507372,common_actor_struggles_quote_bucket_raw.csv,44,980,1,STYLE: General criticism and suggestion; In each stage of rehearsing. there are different periods for receiving'tho general suggestions of the director. In the first stage. general suggestions cannot be taken.,bfd569e6d2507372,123,0.888,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0166,exact_normalized_duplicate,3c4f5cfb8b30eeb9,common_actor_struggles_quote_bucket_raw.csv,74,659,4,If you will build the whole scene by means of you: psychological gesture. you uill at the same time rehearse the play. but on a level which is much richer. The richness of mo performance in the real world depends upon how high you can reach the “platonic world;.,3c4f5cfb8b30eeb9,120,0.890,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0167,exact_normalized_duplicate,9ec9b7e5462925bc,common_actor_struggles_quote_bucket_raw.csv,83,781,2,"In order to perform the play on tho stage. it is only possible if the play is. from beginning to end. a long conflict - g_2251£§§gg§_ggg§ligt - g The novelist may allow himself to write many pages describing his characters and their feelings, their past and future, but we, as actors. are not allowed to describe the characters: - we must show them - act them.",9ec9b7e5462925bc,120,0.883,actor_struggle;daily_inspiration;directing_academic_footnote,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0168,exact_normalized_duplicate,047acfdc8b0e9ccf,common_actor_struggles_quote_bucket_raw.csv,49,633,2,"Rach person requires a different amount of preparation for the beginning and the end. In order to fuse your will and the rhythmical pattern, you must feel your whole body and use your whole body.",047acfdc8b0e9ccf,123,0.887,actor_struggle;daily_inspiration;directing_academic_footnote,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0169,overrepresented_item_cap_2,,common_actor_struggles_quote_bucket_raw.csv,36,837,3,"The beginning. in the sense that it is the first period of the whole process; the middle part, the middle period of the process; and the end, the last period of the process.",91ee01b543e7e998,124,0.888,daily_inspiration;directing_academic_footnote,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0170,overrepresented_item_cap_2,,common_actor_struggles_quote_bucket_raw.csv,96,731,1,"It is difficult to get and it requireu time, but we have to get it. In order to have the feeling of the whole it means that firat of all each member of the cast must work apart from the rehearsals. and in their imaginations they must go through the whole play as if sitting in the audience room.",f6cba0d987ab046f,118,0.884,actor_struggle;daily_inspiration;directing_academic_footnote,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0171,exact_normalized_duplicate,4ff5ddbd020f8e4e,common_actor_struggles_quote_bucket_raw.csv,47,944,6,1939 .pointe - thin in the beginning and this is the end - perhaps in the middle there will be award in the style of the play. If it is too vague. then give another condition which will lend them.,4ff5ddbd020f8e4e,123,0.881,actor_struggle;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0172,exact_normalized_duplicate,ff919c820fd9f6b0,common_actor_struggles_quote_bucket_raw.csv,59,885,2,"Then try to do it many times. at first in general. and then gradually add more and soho details. Now try to oxporionoo it with your whole body, in a sense try to find tho psychological gesture for the whole play.",ff919c820fd9f6b0,122,0.886,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0173,exact_normalized_duplicate,78c0019aa52663d7,common_actor_struggles_quote_bucket_raw.csv,102,834,5,"It is right, of course, that tho tosturo is not at once quite clear, because :3 know that on principle all gestures must be discovered. as all art has to be discovered. Therefore some geaturon will come only at the end of a long period of work: and in this case I think it is very difficult to find the gesture.",78c0019aa52663d7,117,0.889,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0174,overrepresented_item_cap_2,,common_actor_struggles_quote_bucket_raw.csv,73,837,2,"It is quite natural if we have a feeling of the whole, we experience this middle part, but by studying these things we have to pay attention especially to this transitional part. This is nothing new but we must be able to concentrate on this part.",5ff329997ad0dcd5,120,0.889,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0175,same_item_page_source_page_cap,2d538d0707e805eb,common_actor_struggles_quote_bucket_raw.csv,120,699,4,"Then I would give them two or three atmospheres and let them act, with mistakes, but with atmosphere throughout. Jhen I would give them objectives and let them be incomplete, but let them have the feeling of the whole play from the point of view of objective, psychological gesture, atmosphere, etc., etc.",338122965249c444,117,0.888,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0176,exact_normalized_duplicate,f9c5231d60747f1b,common_actor_struggles_quote_bucket_raw.csv,124,773,7,"This kind of imagining will coax the archetypal values into the soul, and what kind of archetype we have to penetrate into is always very clear, because as artists when first reading the play or imagining the part. we guess these archetypes and that is why we want to act. So we must penetrate into them quite consciously.",f9c5231d60747f1b,117,0.894,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0177,exact_normalized_duplicate,ad812a41ad01c712,common_actor_struggles_quote_bucket_raw.csv,95,652,2,"But we must start. ear-riot: IMAGINING THE PLAY: The Fishino Scone: ___________L_____ The first thing you must do is to imagine everything that the director or the designer will tell you. in order to hear. not with your brain or intellect, but with yolm imagination. you must train yourself to hear everything with your imagination.",ad812a41ad01c712,118,0.877,actor_struggle;daily_inspiration;directing_academic_footnote,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0178,exact_normalized_duplicate,4f49207f197efd04,common_actor_struggles_quote_bucket_raw.csv,123,921,6,"But you must do it by appealing first to your imagination. just as you did the excreieeo for this streaming. now you must eee Pierrot noting with fire. Do it thirty times technically. as an actor, then you will know what it is. and tempo. speech. the wave movement. all these things eheuld come together.",4f49207f197efd04,117,0.881,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0179,exact_normalized_duplicate,c6c8a0d8350eebb5,common_actor_struggles_quote_bucket_raw.csv,116,853,1,"1938 CONCEi’i‘RATION IP'AGINATION AND \‘lILL‘ PRESIa‘XCE - THE CREATIVE INDIVIDUALITY CONTACT Today we shall start with the very first exercises. as if they were now. The real artist has to dovolop many abilities in his spirit and soul and body, and one of the most important abilities is the ability of concentration.",c6c8a0d8350eebb5,117,0.883,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0180,exact_normalized_duplicate,7a8bf268f5cddbb3,common_actor_struggles_quote_bucket_raw.csv,121,784,5,"You must be able to fill tremendous rooms and space, which you will find in American theatres, not only with your voices but with your radiation - there are no other means. You can move as wide as you like. but if it is without radiation the audience will not be able to see it with opera glasses.",7a8bf268f5cddbb3,117,0.890,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0181,exact_normalized_duplicate,4f606a94d6e97bec,common_actor_struggles_quote_bucket_raw.csv,101,825,6,"I have known only one theatre \Iith a really good contact. not only on the stage but in the theatre life - the first Moscow Art Theatre. The}, have always sought for this contact on the stage. in Chekhov plays, atmosphere, mood, etc.. and thoy developed this feeling of contact and z-rhst 2-1:: the result in their life?",4f606a94d6e97bec,117,0.884,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0182,exact_normalized_duplicate,c11ddd3bf130e914,common_actor_struggles_quote_bucket_raw.csv,117,859,6,"""nor to. and not be afraid of all these small things.‘ This stage must be gone through. -Tho problem is difficult: Contraction: cold : ﬁiano presto Expansion: fire ‘ forte adagio in the beginning. (All these dfforta we make to overcome these obvious thingsvand to cppbine enemies and friends. It will give great freedom).",c11ddd3bf130e914,117,0.885,actor_struggle;daily_inspiration;directing_academic_footnote,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0183,substring_or_overlap_duplicate,ed40f77563e94d47,common_actor_struggles_quote_bucket_raw.csv,76,720,1,"In Che Fishiny Scone the director has draw: the main line, but I thirk it is not only expressing the idea of the play. because this main line must be the incorporation of what wc will call later on the rhythmical gesture of the whole play.",637066d3334cc97b,120,0.877,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0184,overrepresented_item_cap_2,,common_actor_struggles_quote_bucket_raw.csv,94,664,1,"When the gesture is weak you bcgin to confuse it with imagination, misc on segue. ctc. You must undcr~ stand that the psychological gesture is somofhing which cannot be compcrcd to tho misc on scone or other things, bocausc it is a basic thing which inoludoc everything - atmosphere, movement. objective, misc an scéne,spcoch. ~ everything.",bbbfdce631e4e5ab,118,0.871,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0185,same_item_page_source_page_cap,79159b9ddd57d171,common_actor_struggles_quote_bucket_raw.csv,68,1077,4,"Secondly. the simple action, and the simple quality will appeal to our utmost inner life, as wo are not touching our feelings first. we are not tearing our soul to pieces to find our feclings,iwhich cannot be found in that way.",ecd40943ff7eb741,120,0.887,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0186,exact_normalized_duplicate,9b271ccc4979e24f,common_actor_struggles_quote_bucket_raw.csv,105,820,8,"We do not even guess that this whole structure makes a tremendous gesture. If you take it in you can not, you can speak. or move - there is a whole story~ to act, describe. move in this, We are blind to this gesture because we do not need it in our everyday life. or in our profession now.",9b271ccc4979e24f,117,0.883,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0187,same_item_page_source_page_cap,85fb97af64a7bf0a,common_actor_struggles_quote_bucket_raw.csv,109,659,5,"Chekhov v‘armary 23. 1937 The loss free the actor will he in doing his psychological gesture, the more free he will he later on. it depends upon the director what form of the gesture he gives. we are now working with the psychological gesture because we want to understand it.",eab3230028908fc2,117,0.892,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0188,exact_normalized_duplicate,9fd53bb99895b52a,common_actor_struggles_quote_bucket_raw.csv,111,811,2,"It must be something definite, and first of All it must be filled with certain qualities. will you please do this gesture: From the center of our chest we are going to move our whole being = we move our arms, our heads, but streams are zoing through our legs as well. ‘Will you open your whole being by doing this psychological gesture.",9fd53bb99895b52a,117,0.880,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0189,exact_normalized_duplicate,eed79eb13f256d63,common_actor_struggles_quote_bucket_raw.csv,110,807,3,"If our psychology. in spite of this division in three parts, is one. and if our 1306an spite of three ports:7 is one which is permeated with the first whole thing. then we have to draw the following conclusion: The psychological gesture must be produced by the means oi our whole body, and never by the means of one of the parts of our body.",eed79eb13f256d63,117,0.887,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
MCT-UWINDSOR-365-REJECT-0190,overrepresented_item_cap_2,,common_actor_struggles_quote_bucket_raw.csv,130,837,3,We must get accustomed to distinguishing the three parts - the beginning — the transition - the end. as if it is one family in three parts. what we call the beginning we must call the first part of the rhythmical whole. because the beginning in the sense of starting point. is something different.,41039f2426a7710b,116,0.888,daily_inspiration;directing_academic_footnote,OCR/text-layer extraction candidate copied exactly from CSV field candidate_text_from_extraction_not_final; do not quote publicly until visually verified and cleared.
